Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
12366,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0
12367,Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0
12368,Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01
12369,From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0
12370,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0,0
12371,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0,0
12372,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,0,0,0
12373,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0,0.05,0,0.02
12374,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0
12376,Unchained Blades,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0
12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0,0,0.06,0
12378,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0,0,0
12379,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0
12380,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0,0,0.06,0
12381,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.05,0,0,0.01
12382,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0
12383,LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0,0
12384,Power Shovel,PS,2000,Action,JVC,0.03,0.02,0,0
12385,Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01
12386,Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0,0,0.06,0
12388,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0,0,0
12389,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0,0
12391,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0
12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01
12393,There,PS,2002,Simulation,Infogrames,0.03,0.02,0,0
12394,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,0,0,0
12395,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.06,0,0,0
12396,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0,0,0.06,0
12397,Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0,0
12398,Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01
12399,Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0,0
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0,0,0.06,0
12401,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01
12402,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0
12403,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0,0
12405,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01
12406,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01
12407,A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0,0,0.06,0
12408,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,0.06,0
12409,Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0,0.01
12410,Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01
12411,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06,0,0,0
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,0.06,0
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,0.06,0,0
12415,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01
12416,Steins;Gate,X360,2009,Adventure,5pb,0,0,0.06,0
12417,A New Beginning,PC,2010,Adventure,Deep Silver,0,0.05,0,0.01
12418,MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01
12419,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01
12420,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01
12421,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01
12422,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,0.06,0
12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.06,0
12424,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0
12425,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0,0
12426,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01
12427,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0,0
12428,Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01
12429,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0
12430,Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0
12431,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,0.06,0
12432,Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0,0.01
12433,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,0.06,0,0
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0
12436,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0,0
12437,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0,0
12438,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0
12440,Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0,0.01,0
12441,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0,0,0.06,0
12442,Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01
12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,0.06,0
12444,KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.06,0
12445,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0
12446,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0
12447,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0
12448,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0
12449,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01
12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0,0,0.06,0
12451,Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0,0,0
12453,Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01
12455,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,0.05,0,0.01
12456,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0
12457,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0
12458,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0
12459,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,0.06,0
12460,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0
12461,The Great Escape,XB,2003,Action,SCi,0.05,0.01,0,0
12462,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01
12463,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0
12464,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,0.06,0
12466,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0,0,0
12467,The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01
12468,PenPen TriIceLon,DC,1998,Racing,Infogrames,0,0,0.06,0
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0
12470,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0
12471,Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0
12472,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0
12473,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0.01
12474,Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0
12475,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0
12477,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0,0,0.06,0
12478,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0
12479,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01
12480,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0,0.01
12481,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01
12482,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0
12483,Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0,0
12484,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0
12485,DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0
12487,Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01
12488,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0
12491,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0
12492,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0
12493,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0
12494,EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0,0,0
12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0
12496,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,0.06,0
12497,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0
12498,Remember Me,PC,2013,Action,Capcom,0,0.05,0,0.01
12499,ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0
12500,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01
12501,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0
12502,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0
12503,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0
12504,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01
12505,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.06,0
12506,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0
12507,Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0,0
12508,Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0,0
12509,CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0,0
12510,Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0,0
12511,S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0,0
12512,Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0,0
12513,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,0.06,0
12514,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0,0
12515,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0,0
12516,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0,0
12517,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0,0
12518,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0
12520,The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,0.06,0
12521,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01
12522,Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,0.06,0
12523,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0
12524,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0
12526,Gun Showdown,PSP,2006,Action,Activision,0.05,0.01,0,0.01
12527,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0
12528,Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01
12529,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.04,0.01,0,0.01
12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0
12531,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0
12532,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0
12534,Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0,0,0
12535,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0,0
12536,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0
12537,Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0,0
12538,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0
12539,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0
12540,Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0
12541,Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0
12542,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01
12543,Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0,0.01
12544,Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0,0,0
12545,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01
12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01
12547,Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0,0.01
12548,Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0,0
12549,Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01
12550,Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0
12551,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0,0.04,0,0.02
12552,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01
12553,Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,0.06,0
12555,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.06,0,0,0
12556,Theresia...,DS,2008,Adventure,Arc System Works,0.06,0,0,0
12557,Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0,0,0
12558,Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0
12559,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0
12560,Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,0.05,0,0,0.01
12561,Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0
12562,Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,0.06,0
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,0.06,0
12564,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.05,0,0
12566,Satisfashion,DS,2010,Misc,Destineer,0.06,0,0,0
12567,World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0,0,0
12568,Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0
12569,Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0
12570,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0,0.05,0,0.01
12571,Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0,0
12572,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0
12573,DuckTales: Remastered,WiiU,2013,Action,Capcom,0.05,0,0,0
12574,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01
12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.06,0
12576,Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0
12577,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0,0,0
12578,Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0
12579,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0,0
12580,Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,0.06,0
12582,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0
12584,Centipede: Infestation,Wii,2011,Shooter,Atari,0.06,0,0,0
12585,Mercury Meltdown,PSP,2006,Action,Atari,0.05,0.01,0,0.01
12586,SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.02
12587,3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0
12588,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0,0
12589,FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0,0
12590,Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0
12591,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0
12592,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0
12594,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0,0,0.06,0
12595,Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0,0
12596,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0,0.05,0,0
12597,Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0,0.01
12598,I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0
12599,Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0,0,0.06,0
12600,Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01
12601,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,0.05,0,0.01
12602,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0
12603,Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0
12604,Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0
12605,Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0
12606,Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0
12607,pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01
12608,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,0.05,0,0,0
12609,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.03,0,0.02,0.01
12610,Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0
12611,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0
12612,Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0
12613,Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01
12614,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0
12615,Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0,0,0
12616,Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0
12617,Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0
12619,Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,0.06,0
12620,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0
12622,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0
12623,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,0
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01
12625,Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.04,0.02,0,0
12626,Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0
12627,Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,0.06,0
12629,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,0.06,0
12630,Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0
12631,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01
12632,Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.05,0,0,0
12634,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0
12635,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0
12636,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0
12637,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0
12638,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0
12639,Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,0.06,0
12640,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01
12641,Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0
12642,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0
12643,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0
12644,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0
12645,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,0.05,0,0.01
12647,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01
12648,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0,0
12649,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,0.06,0
12651,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0
12652,Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0
12653,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0
12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.06,0
12655,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0
12656,Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0
12657,The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0,0,0.06,0
12659,Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0
12660,Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01
12661,Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0
12662,Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0
12663,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,0.06,0
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0,0,0.06,0
12666,Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0,0,0.06,0
12667,Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01
12670,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01
